축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제32회 정읍사문화제,정읍사문화공원 일원,2021-09-25,2021-09-26,"기념행사, 공연행사, 부대행사, 체험행사 등",(사)정읍사문화제 제전위원회,정읍시,,063-539-5173,http://www.jchf.or.kr,,전라북도 정읍시 정읍사로 541,전라북도 정읍시 시기동 69-12,35.5507319472,126.8615755317,2021-05-18,4690000,전라북도 정읍시
제15회 정읍 구절초꽃축제,정읍 구절초 테마공원,2021-10-08,2021-10-17,"구절초 꽃길산책, 꽃밭음악회 등",정읍시구절초축제추진위원회,정읍시,전라북도+한국수자원공사,063-539-6172,http://www.jeongeup.go.kr/culture,,전라북도 정읍시 산내면 청정로 926-65,전라북도 정읍시 산내면 매죽리 617,35.55427272,127.0188952,2021-05-18,4690000,전라북도 정읍시
울산옹기축제,울주군 외고산 옹기마을 일원,2020-11-06,2020-11-15,"찾아가는 옹기, 전국옹기가요제(온라인 및 드라이브 쓰루), 옹기TV방송국, 옹기축제 특별 주제관, 옹기 포토존 등",울산광역시 울주군,울산옹기축제추진위원회,"문화체육관광부, 울산광역시, 울산광역시의회, 울주군의회",052-227-4961,http://www.ulsanonggi.or.kr,,울산광역시 울주군 온양읍 외고산 3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088,2021-05-10,3730000,울산광역시 울주군
울주세계산악영화제,영남알프스 복합웰컴센터 일원,2021-04-02,2021-04-11,"국제경쟁, 파노라마, 포커스, 투게더 등 5개 섹션으로 구성한 43개국 146편의 영화상영과 색다른 공연ㆍ전시 행사 등을 통해 관람객에게 차별화된 볼거리를 제공",사단법인 울주세계산악영화제,사단법인 울주세계산악영화제,울산광역시 울주군,052-248-6451,http://www.umff.kr,,울산광역시 울주군 상북면 알프스온천5길 103-8,울산광역시 울주군 상북면 등억알프스리 515-2,35.5564542,129.0679842,2021-05-10,3730000,울산광역시 울주군
간절곶해맞이,간절곶공원,2021-12-31,2022-01-01,"해넘이 전야제, 해맞이행사","울주문화재단,울산문화방송",울주군,울산광역시,052-204-0315,http://www.ulju.ulsan.kr/ulju,,울산광역시 울주군 서생면 간절곶1길 39-2,울산광역시 울주군 서생면 대송리 28-1,35.3589731,129.3602963,2021-05-10,3730000,울산광역시 울주군
왕방산 국제MTB대회,왕방산 일원,2019-10-20,2019-10-20,국제MTB대회,(사)대한자전거연맹,(사)대한자전거연맹,동두천시+동두천시의회 등,031-860-2209,,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,2021-05-18,3920000,경기도 동두천시
2019 제4회 이담농악두드림대축제,중앙 도심교통광장,2019-06-15,2019-06-15,동두천시 무형문화재 제3호 이담농악보존회에서 주관하는 축제,이담농악보존회,이담농악보존회,동두천시,031-860-2063,http://www.ddc.go.kr,,경기도 동두천시 중앙로 268,경기도 동두천시 생연동 594-1,37.90543939,127.0546796,2021-05-18,3920000,경기도 동두천시
제4회 동두천 국제 트레일러닝 대회,종합운동장,2019-04-20,2019-04-20,천혜의 자연 경관을 바탕으로 명실상부한 국내 최고의 트레일러닝대회,럭엑스런,럭엑스런,동두천시+문화체육관광부,031-860-2209,http://www.korea50k.com,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,2021-05-18,3920000,경기도 동두천시
상패남산축제,상패동수변공원,2018-09-08,2018-09-08,"공연,체험,먹거리장터등",상패동주민자치위원회,경기도+동두천시+상패동행정복지주민센터,,031-860-3180,http://www.ddc.go.kr,,경기도 동두천시 어수로 8,경기도 동두천시 상패동 122-2,37.90537169,127.0442776,2021-05-18,3920000,경기도 동두천시
천사마라톤대회,종합운동장,2018-10-03,2018-10-03,천사데이기념 마라톤대회,사)희망지킴이 천사운동본부,사)희망지킴이 천사운동본부,경기도+동두천시+동두천시의회+한국수자원공사 동두천수도서비스관리단,031-861-1004,http://www.hope1004.org,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,2021-05-18,3920000,경기도 동두천시
동두천 청소년 별자리과학 축제,종합운동장,2018-10-13,2018-10-13,경기북부지역 청소년들의 과학과 수학에 대한 자신감과 흥미유발,(사)어수회,경기도+동두천시,동두천시의회+경기문화재단+동두천양주교육지원청 등,031-860-2439,http://www.ddc.go.kr,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,2021-05-18,3920000,경기도 동두천시
동두천시 자원봉사 축제,송내동 시민평화공원,2018-10-20,2018-10-20,"자원봉사자와 시민, 청소년 모두가 하나되는 나눔의 장",(사)동두천시자원봉사센터,동두천시,동두천시의회 등,031-860-2214,http://www.ddc.go.kr,,경기도 동두천시 중앙로 125,경기도 동두천시 지행동 691-5,37.89275541,127.0517461,2021-05-18,3920000,경기도 동두천시
DDC할로윈클럽데이,보산동 한미우호광장,2018-10-27,2018-10-28,할로윈데이를 모티브로 한 젊은층 맞춤형 페스티벌,경기관광공사+경기도미술관,경기도+동두천시,동두천시의회 등,031-860-2627,http://www.ddc.go.kr,,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.91584622,127.0565068,2021-05-18,3920000,경기도 동두천시
어린이 축제,인천아트플랫폼,2020-10-10,2020-10-10,어린이 축제,인천광역시 중구,인천광역시 중구,,032-760-6445,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 제물량로218번길 3,인천광역시 중구 해안동1가 1-5,37.4727812,126.6205961,2021-05-17,3490000,인천광역시 중구
무의도 춤축제,무의도하나개해수욕장,2020-08-01,2020-08-01,"문의도설화창작공연, 전국댄스경연대회",무의도아트센터,무의도아트센터,,032-760-6445,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 하나개로 151-8,인천광역시 중구 무의동 산189,37.38415996,126.4108191,2021-05-17,3490000,인천광역시 중구
인천상륙작전 문화공연,월미도 문화의 거리,2020-09-12,2020-09-13,"월미콘서트,호국음악회,시가행진",인천광역시 중구,인천광역시 중구,"인천광역시,해군본부",032-760-6446,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 월미로233번길 7,인천광역시 중구 북성동1가 98-43,37.47517094,126.6001861,2021-05-17,3490000,인천광역시 중구
연안부두 축제,인천종합어시장 일원,2020-10-17,2020-10-18,"축하공연, 참여행사 운영",인천종합어시장사업협동조합,인천종합어시장사업협동조합,,032-888-4241,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 연안부두로33번길 37,인천광역시 중구 항동7가 27-69,37.45413119,126.6065199,2021-05-17,3490000,인천광역시 중구
개항장뮤직페스티벌,개항장일원,2020-10-31,2020-10-31,개항장 일원 뮤직페스티벌,인천광역시 중구,인천광역시 중구,,032-760-6445,,,인천광역시 중구 신포로27번길80,,37.47408104,126.6213401,2021-05-17,3490000,인천광역시 중구
자유공원 벚꽃축제,자유공원 일원,2020-09-12,2020-10-02,백범 서예대전 전시회 등,인천광역시 중구,인천광역시 중구,,032-760-6443,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 자유공원남로 25,인천광역시 중구 송학동1가 11-1,37.47475372,126.6226346,2021-05-17,3490000,인천광역시 중구
신포크리스마스트리 축제,신포동 일원,2020-11-28,2021-01-31,대형트리 경관조명 및 콘서트,인천광역시 중구,인천광역시 중구,,032-760-6443,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 신포로35,인천광역시 중구 관동3가 1-5,37.47200022,126.625463,2021-05-17,3490000,인천광역시 중구
영종크리스마스트리 축제,별빛광장 일원,2020-12-05,2021-01-31,대형트리 경관조명 및 콘서트,인천광역시 중구,인천광역시 중구,,032-760-6444,http://www.icjg.go.kr/tour/cttu0202a,,,인천광역시 중구 중산동 1884-5,37.497602,126.554847,2021-05-17,3490000,인천광역시 중구
불꽃축제,씨사이드파크,2020-10-24,2020-10-24,불꽃놀이 및 공연,인천광역시 중구,인천광역시 중구,,032-760-6443,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 하늘달빛로2번길 6,인천광역시 중구 중산동 1967-1,37.48339627,126.5679558,2021-05-17,3490000,인천광역시 중구
악양대봉감축제,하동군 악양면 평사리 일원,2020-01-01,2020-12-31,대봉감축제,악양면청년회,악양면청년회,,,,,경상남도 하동군 악양면 섬진강대로 3145-2,,35.1359293463,127.6914855048,2020-03-10,5440000,경상남도 하동군
2020 명량대첩축제,해남·진도울돌목 일원,2020-09-11,2020-09-13,해전재현+출정식+평화의 민가행진+호국기원퍼포먼스+학술심포지엄 등,(재)명량대첩기념사업회,전라남도+해남군+진도군,문화체육관광부+보건복지부+대한민국해군+한국관광공사+한국지역진흥재단,061-286-5262,http://www.mldc.kr/web/,,전라남도 진도군 군내면 진도대로 8459-13 (녹진리 1)+전라남도 해남군 문내면 관광레저로 12 (학동리 산 36),,34.5707173017,126.3009784397,2020-09-02,6460000,전라남도
제26회 남도음식문화큰잔치,강진만 생태공원,2019-10-11,2019-10-13,상달행렬+천인오찬+달빛야시장+전시판매+경연대회 등,(재)남도음식문화큰잔치,전라남도+강진군,문화체육관광부+농림축산식품부+식품의약품안전처+한국관광공사+한국지역진흥재단,061-286-5771,http://www.namdofood.or.kr/,,전라남도 무안군 삼향읍 오룡길 1,,34.8174871265,126.4653809760,2020-09-02,6460000,전라남도
와룡문화제,사천시청 노을광장 일원,2019-04-26,2019-04-28,“사주천년”이라는 역사적 자긍심과 지역의 정통성을 상징하는“용(龍)과 왕(王) (고려현종)”이라는 주제로 지역의 정체성과 공동체 의식을 표현한 축제,(재)사천문화재단,사천시,"농협 사천시지부, 한국남동발전, 한국항공우주산업주식회사, BAT 코리아, 한전ICPS주식회사, design made",055-835-6492,www.sccf.or.kr,"주민복지박람회, 구암제 동시 개최",경상남도 사천시 용현면 시청로 77,경상남도 사천시 용현면 덕곡리 501,35.00361954,128.0642075,2020-11-17,5340000,경상남도 사천시
제15회 구리한강 유채꽃 축제,구리한강 시민공원,2015-05-08,2015-05-10,유채꽃 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사+경기문화재단,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.57432798,127.133533,2020-09-15,3980000,경기도 구리시
제15회 구리 코스모스 축제,구리한강 시민공원,2015-10-09,2015-10-11,코스모스 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사+경기문화재단,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.57421981,127.133533,2020-09-15,3980000,경기도 구리시
제16회 구리한강 유채꽃 축제,구리한강 시민공원,2016-05-13,2016-05-15,유채꽃 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.57418393,127.133533,2020-09-15,3980000,경기도 구리시
제16회 구리 코스모스 축제,구리한강 시민공원,2016-09-23,2016-09-25,코스모스 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.57422002,127.133533,2020-09-15,3980000,경기도 구리시
제17회 구리 유채꽃 축제,구리한강 시민공원,2017-05-12,2017-05-14,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 829,경기도 구리시 토평동 829,37.575547,127.136763,2020-09-15,3980000,경기도 구리시
제17회 구리 코스모스 축제,구리한강 시민공원,2017-09-22,2017-09-24,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 829,경기도 구리시 토평동 829,37.575547,127.136763,2020-09-15,3980000,경기도 구리시
제18회 구리 유채꽃 축제,구리한강 시민공원,2018-05-04,2018-05-06,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.57422012,127.133533,2020-09-15,3980000,경기도 구리시
봉산미술제,봉산문화거리,2012-10-12,2012-10-18,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 봉산동 133-19,35.863797,128.596776,2021-07-01,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2013-10-15,2013-10-21,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 봉산동 133-19,35.863797,128.596776,2021-07-01,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2014-10-14,2014-10-20,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 봉산동 133-19,35.863797,128.596776,2021-07-01,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2015-10-20,2015-10-26,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 봉산동 133-19,35.863797,128.596776,2021-07-01,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2016-10-20,2016-10-26,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 봉산동 133-19,35.863797,128.596776,2021-07-01,3410000,대구광역시 중구
